product_id,title,brand,price,description,image_url,features,category
B0000WS0RI,VOX V9106 10W Pathfinder Combo,Vox,$14.99,"From their classic diamond grille cloth to their unmistakable tone; the Pathfinder amps are pure VOX. Each offers Gain, Volume, Treble and Bass controls for crafting your signature sound. The filtered...",https://images-na.ssl-images-amazon.com/images/I/51xpBf8l-vL.jpg,"Distinctive VOX looks and great VOX tone | 10 watts; 6.5"" speaker | Clean/Overdrive switch",Musical Instruments
B0000WS0SC,Korg microKorg 37-Key Analog Modeling Synthesizer with Vocoder,Korg,$73.49,The microKORG boasts the same dual-oscillator DSP synthesis engine found in Korg&#x2019;s critically acclaimed MS2000 and offers a wider selection of waveforms than any other modeled synth. Oscillator...,https://images-na.ssl-images-amazon.com/images/I/41SiGjVS5qL.jpg,"Sound Generation Method: Analog Modeling Synthesis System | Synthesizer Program: Multi Timbral=2 (max, Split/Dual Mode) | Voices: 4 voices. Power Supply- DC 9 V (AC adapter), or six AA alkaline batteries (sold separately)",Musical Instruments
B0000WS6QI,Numark HF125 | On-Ear DJ Headphones,Numark,$1.96,"CLARITY AND COMFORT FOR THE MODERN DJ One place a DJ can't compromise, is in how they hear their mix. The Numark HF-125 headphone set delivers the goods with flexible 7-position independently adjustab...",https://images-na.ssl-images-amazon.com/images/I/31HmaeFVJ1L.jpg,"Flexible 7-position independently adjustable dual ear cups | Large 40mm Mylar speaker drivers | 6' tangle-resistant cord with 1/4"" connector",Musical Instruments
B00015H0X4,Shure SM58-CN Cardioid Dynamic Vocal Microphone,Shure,$14.99,"The legendary SM58 is an industry-standard, highly versatile cardioid dynamic vocal microphone that is consistently the first choice of vocal performers around the globe. Even in extreme conditions, t...",https://images-na.ssl-images-amazon.com/images/I/41O1MD520CL.jpg,"Frequency response tailored for vocals, with brightened midrange and bass roll off. Uniform cardioid pickup pattern isolates the main sound source and minimizes background noise. | Pneumatic shock-mount system cuts down handling noise. Effective, built-in spherical wind and pop filter. | Supplied with break-resistant stand adapter which rotates 180 degrees. Legendary Shure quality, ruggedness and reliability.",Musical Instruments
B000189YD0,"Silvertone LB11 Bass Guitar and Amp Package, Cobalt/Dark Blue",Silvertone,N/A,"The Silvertone Revolver Bass Guitar Package is loaded with everything you need to bang out some serious bottom. Featuring the Revolver Bass, model SSLB11, 4-string bass (34 inch long scale, 20 fret ma...",https://images-na.ssl-images-amazon.com/images/I/41aTSnGNeUL.jpg,"Bass guitar package with everything you need to control the rhythm | Cobalt Blue Revolver LB11 bass guitar offers comfortable balance, warm resonance, and fat tone | Includes BAXs bass amp, digital tuner, instructional DVD, strings, strap, picks, cable, gig bag (accessories are placed in front pouch of gig bag)",Musical Instruments
B0001ARCFA,AKG K240STUDIO Semi-Open Over-Ear Professional Studio Headphones,AKG,$7.43,"AKG K240 Studio Headphones feature a classic design that has become a standard in monitoring. This newer, lower impedance, 55-ohm version provides remarkably higher volume level when used with portabl...",https://images-na.ssl-images-amazon.com/images/I/41iu1l-OAvL.jpg,Professional studio headphones | Semi-open | 3 m replaceable cable,Musical Instruments
B0001DBZNM,Shure WH20XLR Dynamic Headset Microphone - (Wired) Includes 3-pin Male XLR Conne...,Shure,$14.99,SHURE HEADWORN MIC,https://images-na.ssl-images-amazon.com/images/I/41XmkITi5QL.jpg,"(Wired) Includes 3-pin male XLR connector w/ detachable belt clip | Lightweight wireframe and elastic headband adjust for a secure, comfortable fit | Extra-strong, small-diameter attached microphone cable resists breakage",Musical Instruments
B0002A2RTU,Alesis Monitor1 MKII Channel Studio Monitor (passive),Alesis,N/A,Critical reference monitoring for recording and mixing Critical reference monitoring for recording and mixing,https://images-na.ssl-images-amazon.com/images/I/41X8syJs-JL.jpg,"Excellent bass transient response | Flat frequency response for accurate mixes that translate to other playback systems | High power handling, high output",Musical Instruments
B0002BACBO,Shure BETA 87A Supercardioid Condenser Microphone for Handheld Vocal Application...,Shure,$55.09,Shure BETA 87A Supercardioid Condenser Microphone for Handheld Vocal Applications,https://images-na.ssl-images-amazon.com/images/I/31ChWK8pFsL.jpg,Smooth frequency response with gradual presence rise | Highly consistent super cardioid polar pattern provides superior gain before feedback | Electronic low-frequency roll off compensates for proximity effect,Musical Instruments
B0002BACAA,Shure BETA 52A Supercardioid Dynamic Kick Drum Microphone with High Output Neody...,Shure,$34.99,"The Shure Beta 52A is a high output dynamic microphone with a tailored frequency response designed specifically for kick drums and other bass instruments. It provides superb attack and ""punch"", and de...",https://images-na.ssl-images-amazon.com/images/I/51f8Omg4zIL.jpg,"Frequency response shaped specifically for kick drums and bass instruments | Built-in dynamic locking stand adapter with integral XLR connector simplifies setup, especially inside a kick drum. | Studio quality performance, even a high sound pressure levels",Musical Instruments
B0002BACB4,Shure BETA 58A Supercardioid Dynamic Microphone with High Output Neodymium Eleme...,Shure,$45.14,The Shure Beta 58A is a high output super cardioid dynamic vocal microphone designed for professional sound reinforcement and project studio recording. It has become a leading choice among vocalists a...,https://images-na.ssl-images-amazon.com/images/I/51ubgnJRyFL.jpg,"Frequency response tailored for vocals, with brightened midrange and bass roll off to control proximity effect | Uniform super cardioid pattern for high gain before feedback and superior rejection off axis sound | Neodymium magnet for high signal to noise output",Musical Instruments
B0002BACAK,Shure BETA 57A Supercardioid Dynamic Microhone with High Output Neodymium Elemen...,Shure,$22.99,The Shure Beta 57A Dynamic Microphone is a precision-engineered dynamic microphone designed for professional live sound reinforcement and studio recording. A tight supercardioid pattern on the Beta 57...,https://images-na.ssl-images-amazon.com/images/I/31G7jrCVpUL.jpg,"Tailored frequency response provides drums, guitars, vocals, and horns with studio quality sound. | Uniform super cardioid pattern for high gain before feedback and superior rejection off axis sound | Hardened steel mesh grille that facilitates use of proximity effect and resist wear and abuse",Musical Instruments
B0002BG2DQ,Ultimate Support GS-100 Genesis Series Guitar Stand with Locking Legs and Securi...,Ultimate Support,$24.95,"The GS-100 is our most popular guitar stand. This feature loaded stand is height adjustable, features our patented leg locking system, and features a wide yoke that narrows to allow you to easily plac...",https://images-na.ssl-images-amazon.com/images/I/41kknmRhY5L.jpg,Hanging-style Security Yoke | Height-adjustable Guitar Stand | Stable and Portable,Musical Instruments
B0002BG4MA,Gator Cases Lightweight Molded 10U Rack Case with Heavy Duty Latches; Standard 1...,Gator,$239.98,The Gator Cases GR Series rack cases are manufactured to withstand the rigors of the road! Made with a lightweight polyethylene frame and sturdy aluminum valiance; these cases will protect your rack g...,https://images-na.ssl-images-amazon.com/images/I/51n8Et1svBL.jpg,"Lightweight ABS Construction with Heavy Duty Twist Latches | Standard 19"", threaded and field replaceable 7mm zinc-plated steel rack rails | Removable Front and Rear cover for access to Front & Rear rack rails",Musical Instruments
B0002BG4S4,"Gator Component Rack, 10U Space (GRR-10L)",Gator,N/A, The Gator Cases GRR Series rack cases are manufactured to withstand the rigors of the road! Made with a lightweight polyethylene frame and sturdy aluminum valiance; these cases will protect your rack...,https://images-na.ssl-images-amazon.com/images/I/41tCrT9X81L.jpg,"Lightweight ABS Construction with Retractable Tow Handle, Wheels, and Heavy Duty Twist Latches | Standard 19"", threaded and field replaceable 7mm zinc-plated steel rack rails | Removable Front and Rear cover for access to Front & Rear rack rails",Musical Instruments
B0002BG2AY,Audio-Technica AT-GcW Guitar Input Cable for Wireless Audio Transmitter,Audio-Technica,$15.95,"1/4"" phone plug to locking 4-pin connector for use between instrument and A-T UniPak body-pack wireless transmitters. 36"" (0.9 m) cable.",https://images-na.ssl-images-amazon.com/images/I/31hBxNMEPIL.jpg,"Features quality construction and state-of-the-art professional connectors for affordable &amp; reliable performance | "" phone plug to locking 4-pin connector for use between instrument and Audio-Technica cW-style body-pack transmitters | Length: 36"" (0.9 m)",Musical Instruments
B0002CZR3G,Danelectro DJ-5C Tuna Melt Tremolo Mini Effects Pedal,Danelectro,N/A,Features controls for speed and depth. A Hard/Soft switch gives you the trems from different '50s amps.,https://images-na.ssl-images-amazon.com/images/I/41FBYCdyx2L.jpg,Features controls for speed and depth | Hard/Soft switch | Gives you the trems from different '50s amps,Musical Instruments
B0002CZR7W,"Promark SRCR Stick Rapp Drumstick Wrap, Checkerboard Red/Black",Promark,$9.99,"ProMark Black/Red Checkered Stick Rapp is a soft, comfortable wrap for drumsticks that absorbs shock and provides a non-slip grip.",https://images-na.ssl-images-amazon.com/images/I/31Y3mRm9xyL.jpg,Comfortable wrap for drumsticks | Absorbs shock and provides a non-slip grip | Available in ten stylish colors,Musical Instruments
B0002CZSEE,Protec PB305CTBX Tenor Saxophone PRO PAC Case - Contoured (Blue),ProTec,$199.70,"Protecs Tenor Saxophone Contoured PRO PAC Case sets the standard for protection and convenience. Each PRO PAC features a shaped wood shell frame which is lightweight and durable, tough weather resista...",https://images-na.ssl-images-amazon.com/images/I/411Ct7iP-FL.jpg,"Lightweight shock absorbing wood frame, weather-resistant 1680 ballistic nylon exterior with reinforced zig-zag stitching, and quick-lock case closure | Dual-corded handle design with padded handle wrap, convenient subway handle, and removable padded shoulder strap featuring an I.D. tag | Large front side pocket with built-in organizer to hold pens, keys, and small accessories & large backside pocket",Musical Instruments
B0002CZQZU,Boss Electronic Keyboard Pedal or Footswitch (OC3),Boss,$109.00,"Boss OC-3: Super Octave. World's first compact pedal with true Polyphonic Octave effects. New Drive mode adds distortion to octave notes for a fatter, more aggressive tone.",https://images-na.ssl-images-amazon.com/images/I/51Ztj14BxdL.jpg,"Boss OC-3: Super Octave | World's first compact pedal with true Polyphonic Octave effects | New Drive mode adds distortion to octave notes for a fatter, more aggressive tone",Musical Instruments
